Orgao	ID serv.	Nome Serviço	Status	url	Maturidade	Atualizador	Data Modificação	Data Criação
ARSAL	59a5cfe38c36c7319d27de9c	Encurtamento ou Prolongamento de Linha (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a5cfe38c36c7319d27de9c/encurtamento-ou-prolongamento-de-linha-transporte-intermunicipal-arsal		None		
ARSAL	59a5d1288c36c7319d27de9e	Ordem de Serviço (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a5d1288c36c7319d27de9e/ordem-de-servico-transporte-intermunicipal-arsal		None		
ARSAL	59a5d2cb8c36c7319d27dea0	Declaração (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a5d2cb8c36c7319d27dea0/declaracao-transporte-intermunicipal-arsal		None		
ARSAL	59a5d4468c36c7319d27dea2	Tarifa Promocional (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a5d4468c36c7319d27dea2/tarifa-promocional-transporte-intermunicipal-arsal		None		
ARSAL	59a6da3d8c36c76c54eb4f87	Reajuste Tarifário (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a6da3d8c36c76c54eb4f87/reajuste-tarifario-transporte-intermunicipal-arsal		None		
ARSAL	59a6dbc88c36c76c54eb4f89	Cadastro de Pessoa Física para Jurídica (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a6dbc88c36c76c54eb4f89/cadastro-de-pessoa-fisica-para-juridica-transporte-intermunicipal-arsal		None		
ARSAL	59a6ffd88c36c76c54eb4f94	Cadastro de Viúva (Transporte Complementar/Arsal)	True	http://www.servicos.al.gov.br/servico/59a6ffd88c36c76c54eb4f94/cadastro-de-viuva-transporte-complementar-arsal		None		
ARSAL	59a70cf18c36c76c54eb4f97	Taxa de Fiscalização (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a70cf18c36c76c54eb4f97/taxa-de-fiscalizacao-transporte-intermunicipal-arsal		None		
ARSAL	59a72f068c36c72eaf6a69d3	Taxa de Outorga (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a72f068c36c72eaf6a69d3/taxa-de-outorga-transporte-intermunicipal-arsal		None		
ARSAL	59a81e1c8c36c73d5bf0337d	Taxa de Vistoria (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a81e1c8c36c73d5bf0337d/taxa-de-vistoria-transporte-intermunicipal-arsal		None		
ARSAL	59a820958c36c73d5bf0337f	Taxa de Requerimento Especial (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a820958c36c73d5bf0337f/taxa-de-requerimento-especial-transporte-intermunicipal-arsal		None		
ARSAL	59a821d18c36c73d5bf03381	Taxa de Liberação de Documento no Detran (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a821d18c36c73d5bf03381/taxa-de-liberacao-de-documento-no-detran-transporte-intermunicipal-arsal		None		
ARSAL	59a823258c36c73d5bf03384	Taxa de Motorista Substituto (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a823258c36c73d5bf03384/taxa-de-motorista-substituto-transporte-intermunicipal-arsal		None		
ARSAL	59a824a48c36c73d5bf03386	Taxa de Parcelamento (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a824a48c36c73d5bf03386/taxa-de-parcelamento-transporte-intermunicipal-arsal		None		
ARSAL	59a825ff8c36c73d5bf03388	Taxa de Apreensão (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a825ff8c36c73d5bf03388/taxa-de-apreensao-transporte-intermunicipal-arsal		None		
ARSAL	59a8274f8c36c73d5bf0338a	Taxa de Baixa e Inclusão (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a8274f8c36c73d5bf0338a/taxa-de-baixa-e-inclusao-transporte-intermunicipal-arsal		None		
ARSAL	59a828eb8c36c749831b85fd	Certidão Negativa de Débitos (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a828eb8c36c749831b85fd/certidao-negativa-de-debitos-transporte-intermunicipal-arsal		None		
ARSAL	59a82b9a8c36c74b01f778f7	Taxa Fretamento (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a82b9a8c36c74b01f778f7/taxa-fretamento-transporte-intermunicipal-arsal		None		
ARSAL	59a82e328c36c74b01f778f9	Taxa do Talão de Fretamento (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a82e328c36c74b01f778f9/taxa-do-talao-de-fretamento-transporte-intermunicipal-arsal		None		
ARSAL	59a831228c36c74b01f778fb	Reclamação (Ouvidoria Arsal)	True	http://www.servicos.al.gov.br/servico/59a831228c36c74b01f778fb/reclamacao-ouvidoria-arsal		None		
ARSAL	59a832f68c36c74b01f778ff	Denúncia (Ouvidoria Arsal)	True	http://www.servicos.al.gov.br/servico/59a832f68c36c74b01f778ff/denuncia-ouvidoria-arsal		None		
ARSAL	59a834248c36c74b01f77902	Sugestão (Ouvidoria Arsal)	True	http://www.servicos.al.gov.br/servico/59a834248c36c74b01f77902/sugestao-ouvidoria-arsal		None		
ARSAL	59a834d88c36c74b01f77906	Elogio (Ouvidoria Arsal)	True	http://www.servicos.al.gov.br/servico/59a834d88c36c74b01f77906/elogio-ouvidoria-arsal		None		
ARSAL	59a8358e8c36c74b01f77909	Solicitação de Providências (Ouvidoria Arsal)	True	http://www.servicos.al.gov.br/servico/59a8358e8c36c74b01f77909/solicitacao-de-providencias-ouvidoria-arsal		None		
ARSAL	59a836e48c36c74b01f7790d	Defesa de Multa (Transporte Intermunicipal/Arsal)	True	http://www.servicos.al.gov.br/servico/59a836e48c36c74b01f7790d/defesa-de-multa-transporte-intermunicipal-arsal		None		
ADEAL	57cc91668c36c77714000000	Emissão de Guia de Trânsito Animal – GTA	True	http://www.servicos.al.gov.br/servico/57cc91668c36c77714000000/emissao-de-guia-de-transito-animal-gta		None		24/10/2017 11:40
ADEAL	59cbe92e8c36c71c557215a2	Declaração de Vacinação de Febre Aftosa	True	http://www.servicos.al.gov.br/servico/59cbe92e8c36c71c557215a2/declaracao-de-vacinacao-de-febre-aftosa		None		24/10/2017 11:40
ADEAL	59cbea418c36c71c557215a7	Emissão de Ficha Sanitária	True	http://www.servicos.al.gov.br/servico/59cbea418c36c71c557215a7/emissao-de-ficha-sanitaria		None		24/10/2017 11:40
AMGESP	5a54ce5b547bb342f148e732	Triagem de Processos Administrativos	True	http://www.servicos.al.gov.br/servico/5a54ce5b547bb342f148e732/triagem-de-processos-administrativos	Informacional	 LARA FERRO LIMA DE MELO		09/01/2018 11:14
AMGESP	5a54d1f9547bb342f148e735	Aquisição de passagem aérea	True	http://www.servicos.al.gov.br/servico/5a54d1f9547bb342f148e735/aquisicao-de-passagem-aerea	Interativo	 LARA FERRO LIMA DE MELO		09/01/2018 11:30
AMGESP	5a54d506547bb342f148e737	Utilização e Devolução de veículos locados	True	http://www.servicos.al.gov.br/servico/5a54d506547bb342f148e737/utilizacao-e-devolucao-de-veiculos-locados	Informacional	 LARA FERRO LIMA DE MELO		09/01/2018 11:43
AMGESP	5a54d745547bb342f148e739	Solicitação de conserto de linha telefônica	True	http://www.servicos.al.gov.br/servico/5a54d745547bb342f148e739/solicitacao-de-conserto-de-linha-telefonica	Informacional	 LARA FERRO LIMA DE MELO		09/01/2018 11:52
AMGESP	5a54d8fe547bb342f148e73b	Inclusão de matrícula no contrato de demanda para o fornecimento de água e saneamento básico		http://www.servicos.al.gov.br/servico/5a54d8fe547bb342f148e73b/inclusao-de-matricula-no-contrato-de-demanda-para-o-fornecimento-de-agua-e-saneamento-basico	Informacional	 LARA FERRO LIMA DE MELO	28/02/2018 08:55	09/01/2018 12:00
AMGESP	5a54dbab547bb342f148e73d	Elaboração de planilha de custos e formação de preços	True	http://www.servicos.al.gov.br/servico/5a54dbab547bb342f148e73d/elaboracao-de-planilha-de-custos-e-formacao-de-precos	Informacional	 LARA FERRO LIMA DE MELO		09/01/2018 12:11
AMGESP	5a54e10b547bb342f148e73f	Adesão à Ata de Registro de Preços	True	http://www.servicos.al.gov.br/servico/5a54e10b547bb342f148e73f/adesao-a-ata-de-registro-de-precos	Informacional	 LARA FERRO LIMA DE MELO		09/01/2018 12:34
AMGESP	5a96a5a2547bb336b23ac3ae	Processo de Licitação através do Sistema de Registro de Preços	True	http://www.servicos.al.gov.br/servico/5a96a5a2547bb336b23ac3ae/processo-de-licitacao-atraves-do-sistema-de-registro-de-precos	Informacional	 LARA FERRO LIMA DE MELO		28/02/2018 09:50
AMGESP	5a9ec6b0547bb35b20a00f6e	Verificação de Ata de Registro de Preços	True	http://www.servicos.al.gov.br/servico/5a9ec6b0547bb35b20a00f6e/verificacao-de-ata-de-registro-de-precos	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 13:49
AMGESP	5a9ec877547bb35b20a00f70	Baixa definitiva de saldo de Ata de Registro de Preços	True	http://www.servicos.al.gov.br/servico/5a9ec877547bb35b20a00f70/baixa-definitiva-de-saldo-de-ata-de-registro-de-precos	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 13:57
AMGESP	5a9ecaf2547bb35b20a00f72	Assessoria Técnica de Cotação de Preços	True	http://www.servicos.al.gov.br/servico/5a9ecaf2547bb35b20a00f72/assessoria-tecnica-de-cotacao-de-precos	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 14:08
AMGESP	5a9ecd89547bb35b20a00f74	Controle de Atas de Registro de Preços	True	http://www.servicos.al.gov.br/servico/5a9ecd89547bb35b20a00f74/controle-de-atas-de-registro-de-precos	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 14:19
AMGESP	5a9ecfec547bb35b20a00f7d	Procedimento Administrativo de apuração de irregularidade	True	http://www.servicos.al.gov.br/servico/5a9ecfec547bb35b20a00f7d/procedimento-administrativo-de-apuracao-de-irregularidade	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 14:29
AMGESP	5a9ed8d5547bb35b20a00f8b	Processo de reequilíbrio econômico e cancelamento de Ata de Registro de Preços	True	http://www.servicos.al.gov.br/servico/5a9ed8d5547bb35b20a00f8b/processo-de-reequilibrio-economico-e-cancelamento-de-ata-de-registro-de-precos	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 15:07
AMGESP	5a9edc37547bb35b20a00f8d	Delegação de competência para realização de licitação	True	http://www.servicos.al.gov.br/servico/5a9edc37547bb35b20a00f8d/delegacao-de-competencia-para-realizacao-de-licitacao	Informacional	 LARA FERRO LIMA DE MELO		06/03/2018 15:21
Alagoas Previdência	592724088c36c75435a0a9f5	Solicitação de revisão de pensão	True	http://www.servicos.al.gov.br/servico/592724088c36c75435a0a9f5/solicitacao-de-revisao-de-pensao		None		
Alagoas Previdência	59272db28c36c75ac5e07cf1	Solicitação de Certidão de Tempo de Contribuição	True	http://www.servicos.al.gov.br/servico/59272db28c36c75ac5e07cf1/solicitacao-de-certidao-de-tempo-de-contribuicao		None		
Alagoas Previdência	59282c2d8c36c76c177346bd	Solicitação de Pensão por morte na qualidade de cônjuge	True	http://www.servicos.al.gov.br/servico/59282c2d8c36c76c177346bd/solicitacao-de-pensao-por-morte-na-qualidade-de-conjuge		None		
Alagoas Previdência	592833788c36c76c177346c0	Solicitação  de Pensão por morte na qualidade de companheiro (a) / convivente	True	http://www.servicos.al.gov.br/servico/592833788c36c76c177346c0/solicitacao-de-pensao-por-morte-na-qualidade-de-companheiro-a-convivente		None		
Alagoas Previdência	5928371c8c36c76c177346c2	Solicitação de continuidade de pensão por morte na qualidade de filho (a) maior universitário (a)	True	http://www.servicos.al.gov.br/servico/5928371c8c36c76c177346c2/solicitacao-de-continuidade-de-pensao-por-morte-na-qualidade-de-filho-a-maior-universitario-a		None	07/02/2018 11:01	
Alagoas Previdência	592839c18c36c76c177346c4	Solicitação de Pensão por morte na qualidade de filho maior NÃO universitário (a)	True	http://www.servicos.al.gov.br/servico/592839c18c36c76c177346c4/solicitacao-de-pensao-por-morte-na-qualidade-de-filho-maior-nao-universitario-a		None		
Alagoas Previdência	59283c988c36c76c177346c6	Solicitação de Pensão por morte na qualidade de filho(a) menor	True	http://www.servicos.al.gov.br/servico/59283c988c36c76c177346c6/solicitacao-de-pensao-por-morte-na-qualidade-de-filho-a-menor		None		
Alagoas Previdência	59283e138c36c76c177346c8	Solicitação de Pensão por morte na qualidade de filho inválido	True	http://www.servicos.al.gov.br/servico/59283e138c36c76c177346c8/solicitacao-de-pensao-por-morte-na-qualidade-de-filho-invalido		None		
Alagoas Previdência	59283f3b8c36c76c177346ca	Solicitação de Pensão por morte na qualidade de tutelado	True	http://www.servicos.al.gov.br/servico/59283f3b8c36c76c177346ca/solicitacao-de-pensao-por-morte-na-qualidade-de-tutelado		None		
Alagoas Previdência	592840b68c36c76c177346cc	Solicitação de Pensão por morte na qualidade de curatelado	True	http://www.servicos.al.gov.br/servico/592840b68c36c76c177346cc/solicitacao-de-pensao-por-morte-na-qualidade-de-curatelado		None		
Alagoas Previdência	592852688c36c70a692e21ad	Solicitação de Pensão por morte na qualidade de ex-esposa ou ex-convivente com percepção de alimentos.	True	http://www.servicos.al.gov.br/servico/592852688c36c70a692e21ad/solicitacao-de-pensao-por-morte-na-qualidade-de-ex-esposa-ou-ex-convivente-com-percepcao-de-alimentos		None		
Alagoas Previdência	5928553e8c36c70a692e21af	Solicitação de Imunidade de Contribuição Previdenciária para os pensionitas	True	http://www.servicos.al.gov.br/servico/5928553e8c36c70a692e21af/solicitacao-de-imunidade-de-contribuicao-previdenciaria-para-os-pensionitas		None		
Alagoas Previdência	5928573b8c36c70a692e21b1	Solicitação de Alteração de Dados Cadastrais para pensionista	True	http://www.servicos.al.gov.br/servico/5928573b8c36c70a692e21b1/solicitacao-de-alteracao-de-dados-cadastrais-para-pensionista		None		
Alagoas Previdência	59285b718c36c70a692e21b3	Requerimento de Isenção de Imposto de Renda - Pensionistas	True	http://www.servicos.al.gov.br/servico/59285b718c36c70a692e21b3/requerimento-de-isencao-de-imposto-de-renda-pensionistas	Informacional	Érico Gonçalves Lima	01/03/2018 09:38	
Alagoas Previdência	59285d2e8c36c70a692e21b5	Solicitação de Declaração de Percentual de Rateio	True	http://www.servicos.al.gov.br/servico/59285d2e8c36c70a692e21b5/solicitacao-de-declaracao-de-percentual-de-rateio		None		
Alagoas Previdência	59285eaf8c36c718224a0a91	Solicitação de declaração de que é ou não é pensionista de pensão por morte	True	http://www.servicos.al.gov.br/servico/59285eaf8c36c718224a0a91/solicitacao-de-declaracao-de-que-e-ou-nao-e-pensionista-de-pensao-por-morte		None		
Alagoas Previdência	5928660d8c36c7194dee8bbb	Declaração de que é servidor (a) aposentado (a)	True	http://www.servicos.al.gov.br/servico/5928660d8c36c7194dee8bbb/declaracao-de-que-e-servidor-a-aposentado-a		None		
Alagoas Previdência	592868088c36c7194dee8bbd	Revisão dos Proventos de Aposentadoria	True	http://www.servicos.al.gov.br/servico/592868088c36c7194dee8bbd/revisao-dos-proventos-de-aposentadoria		None		
Alagoas Previdência	59286d698c36c7194dee8bbf	Solicitação de inclusão de dependente para fins de Imposto de Renda - Inativos	True	http://www.servicos.al.gov.br/servico/59286d698c36c7194dee8bbf/solicitacao-de-inclusao-de-dependente-para-fins-de-imposto-de-renda-inativos	Informacional	Érico Gonçalves Lima	05/03/2018 11:56	
Alagoas Previdência	59286fcb8c36c7194dee8bc1	Declaração de imunidade da contribuição previdenciária	True	http://www.servicos.al.gov.br/servico/59286fcb8c36c7194dee8bc1/declaracao-de-imunidade-da-contribuicao-previdenciaria		None		
Alagoas Previdência	592dde4f8c36c75b355a903a	Solicitação de Pagamento de Décimo Terceiro Salário Proporcional de Aposentado Falecido	True	http://www.servicos.al.gov.br/servico/592dde4f8c36c75b355a903a/solicitacao-de-pagamento-de-decimo-terceiro-salario-proporcional-de-aposentado-falecido		None		
Alagoas Previdência	592de03b8c36c75b355a903c	Solicitação de Recurso Administrativo para aposentados e pensionistas	True	http://www.servicos.al.gov.br/servico/592de03b8c36c75b355a903c/solicitacao-de-recurso-administrativo-para-aposentados-e-pensionistas		None		
Alagoas Previdência	592de24d8c36c75b355a903e	Solicitação de Alteração de Dados Cadastrais para Servidores Inativos	True	http://www.servicos.al.gov.br/servico/592de24d8c36c75b355a903e/solicitacao-de-alteracao-de-dados-cadastrais-para-servidores-inativos		None		
Alagoas Previdência	592df8df8c36c7711aa9b5d5	Solicitação de Imunidade de Contribuição Previdenciária para o Servidor Inativo	True	http://www.servicos.al.gov.br/servico/592df8df8c36c7711aa9b5d5/solicitacao-de-imunidade-de-contribuicao-previdenciaria-para-o-servidor-inativo		None		
Alagoas Previdência	592dfbb68c36c7711aa9b5d7	Declaração de que Paga ou Recebe Pensão Alimentícia - Inativos	True	http://www.servicos.al.gov.br/servico/592dfbb68c36c7711aa9b5d7/declaracao-de-que-paga-ou-recebe-pensao-alimenticia-inativos		None	06/03/2018 08:24	
Alagoas Previdência	592ee6a38c36c770731ffd01	Solicitação de Cópia de Processo Administrativo	True	http://www.servicos.al.gov.br/servico/592ee6a38c36c770731ffd01/solicitacao-de-copia-de-processo-administrativo		None	07/02/2018 11:03	
Alagoas Previdência	592eea7a8c36c770731ffd03	Emissão de contracheque de inativos ou pensionistas	True	http://www.servicos.al.gov.br/servico/592eea7a8c36c770731ffd03/emissao-de-contracheque-de-inativos-ou-pensionistas		None		
Alagoas Previdência	592f09e58c36c71e3e2b0b51	Solicitação de ficha financeira de inativos ou pensionistas	True	http://www.servicos.al.gov.br/servico/592f09e58c36c71e3e2b0b51/solicitacao-de-ficha-financeira-de-inativos-ou-pensionistas		None		
Alagoas Previdência	592f0c1e8c36c71e3e2b0b55	Declaração para abertura de conta junto à Caixa Econômica Federal	True	http://www.servicos.al.gov.br/servico/592f0c1e8c36c71e3e2b0b55/declaracao-para-abertura-de-conta-junto-a-caixa-economica-federal		None		
Alagoas Previdência	592f36858c36c7364165a053	Declaração de Inexistência de dependentes habilitados à Pensão por morte	True	http://www.servicos.al.gov.br/servico/592f36858c36c7364165a053/declaracao-de-inexistencia-de-dependentes-habilitados-a-pensao-por-morte		None		
Alagoas Previdência	592f37fa8c36c7364165a055	Declaração de existência de dependendes habilitados à Pensão por Morte	True	http://www.servicos.al.gov.br/servico/592f37fa8c36c7364165a055/declaracao-de-existencia-de-dependendes-habilitados-a-pensao-por-morte		None		
Alagoas Previdência	592f3a178c36c7364165a057	Informe de Rendimentos de  Imposto de Renda para Aposentados e Pensionistas	True	http://www.servicos.al.gov.br/servico/592f3a178c36c7364165a057/informe-de-rendimentos-de-imposto-de-renda-para-aposentados-e-pensionistas	Transacional	Érico Gonçalves Lima	20/04/2018 12:10	
Alagoas Previdência	5a97f0da547bb36f2e6c34db	Requerimento de Isenção de Imposto sobre a Renda - Inativos	True	http://www.servicos.al.gov.br/servico/5a97f0da547bb36f2e6c34db/requerimento-de-isencao-de-imposto-sobre-a-renda-inativos	Informacional	Érico Gonçalves Lima	01/03/2018 11:20	01/03/2018 09:23
Alagoas Previdência	5a9832a2547bb36f2e6c34e2	Inclusão de dependentes para fins de desconto do Imposto Sobre a Renda Retida na Fonte - Pensionistas	True	http://www.servicos.al.gov.br/servico/5a9832a2547bb36f2e6c34e2/inclusao-de-dependentes-para-fins-de-desconto-do-imposto-sobre-a-renda-retida-na-fonte-pensionistas	Informacional	Érico Gonçalves Lima	06/03/2018 08:23	01/03/2018 14:04
Alagoas Previdência	5a9d6ae4547bb30946f77fda	Declaração que Paga ou Recebe Pensão Alimentícia - Pensionistas	True	http://www.servicos.al.gov.br/servico/5a9d6ae4547bb30946f77fda/declaracao-que-paga-ou-recebe-pensao-alimenticia-pensionistas	Informacional	Érico Gonçalves Lima	06/03/2018 08:23	05/03/2018 13:05
Alagoas Previdência	5a9d70ad547bb3424d3a8375	Solicitação de Auxílio Reclusão	True	http://www.servicos.al.gov.br/servico/5a9d70ad547bb3424d3a8375/solicitacao-de-auxilio-reclusao	Informacional	Érico Gonçalves Lima	06/03/2018 09:36	05/03/2018 13:30
CARHP	5a5cd45b547bb31f5deb9bb5	Outorga de escritura definita do imóvel	True	http://www.servicos.al.gov.br/servico/5a5cd45b547bb31f5deb9bb5/outorga-de-escritura-definita-do-imovel	Informacional	Madalena S. dos Santos Ayres	23/02/2018 12:00	15/01/2018 13:18
CARHP	5a901a78547bb324f94c0cec	Certidão para mudança de titularidade do imóvel nas Prefeituras e Orgãos de serviços (casal e eletrobás)	True	http://www.servicos.al.gov.br/servico/5a901a78547bb324f94c0cec/certidao-para-mudanca-de-titularidade-do-imovel-nas-prefeituras-e-orgaos-de-servicos-casal-e-eletrobas	Informacional	Madalena S. dos Santos Ayres	23/02/2018 11:57	23/02/2018 10:43
CARHP	5a901f28547bb324f94c0cee	Regularização de debito do imóvel	True	http://www.servicos.al.gov.br/servico/5a901f28547bb324f94c0cee/regularizacao-de-debito-do-imovel	Informacional	Madalena S. dos Santos Ayres	23/02/2018 11:56	23/02/2018 11:03
CARHP	5a9029a3547bb324f94c0cf0	Certião para Inventário	True	http://www.servicos.al.gov.br/servico/5a9029a3547bb324f94c0cf0/certiao-para-inventario	Informacional	Madalena S. dos Santos Ayres		23/02/2018 11:48
CASAL	57a889ef8c36c70f36000000	Alteração de Titularidade de Consumo (Mudança de Nome na Fatura de Água )	True	http://www.servicos.al.gov.br/servico/57a889ef8c36c70f36000000/alteracao-de-titularidade-de-consumo-mudanca-de-nome-na-fatura-de-agua		None	17/04/2018 14:52	
CASAL	57a892bc8c36c7119f000001	Suspensão do Fornecimento de Água (Corte por solicitação ou a pedido)	True	http://www.servicos.al.gov.br/servico/57a892bc8c36c7119f000001/suspensao-do-fornecimento-de-agua-corte-por-solicitacao-ou-a-pedido		None	19/03/2018 16:53	
CASAL	57a8a4508c36c71eb0000000	Transferência de Titularidade de Débitos Tarifários de Água e de Esgotamento Sanitário (Transferência de Débito)	True	http://www.servicos.al.gov.br/servico/57a8a4508c36c71eb0000000/transferencia-de-titularidade-de-debitos-tarifarios-de-agua-e-de-esgotamento-sanitario-transferencia-de-debito		None	17/04/2018 15:00	
CASAL	57a8ab538c36c720f3000001	Parcelamento de Débito	True	http://www.servicos.al.gov.br/servico/57a8ab538c36c720f3000001/parcelamento-de-debito		None		
CASAL	57a8addd8c36c725c3000000	Ligação Nova de Água	True	http://www.servicos.al.gov.br/servico/57a8addd8c36c725c3000000/ligacao-nova-de-agua		None	19/04/2018 14:23	
CASAL	57a8b1e88c36c72795000000	Reparo de Vazamento (Calçada, Rua e Cavalete/Hidrômetro).	True	http://www.servicos.al.gov.br/servico/57a8b1e88c36c72795000000/reparo-de-vazamento-calcada-rua-e-cavalete-hidrometro		None	19/03/2018 16:58	
CASAL	57a8b91d8c36c72c2f000000	Restabelecimento do Fornecimento de Água-1 (Religação Simples)	True	http://www.servicos.al.gov.br/servico/57a8b91d8c36c72c2f000000/restabelecimento-do-fornecimento-de-agua-1-religacao-simples		None	19/03/2018 17:00	
CASAL	57a8baeb8c36c72f45000000	Reclamação de Valores	True	http://www.servicos.al.gov.br/servico/57a8baeb8c36c72f45000000/reclamacao-de-valores		None		
CASAL	57b300328c36c778ba000003	Reclamação de Falta D'Água Localizada	True	http://www.servicos.al.gov.br/servico/57b300328c36c778ba000003/reclamacao-de-falta-d-agua-localizada		None		
CASAL	57b3014a8c36c778ba000004	Cadastro na Tarifa social	True	http://www.servicos.al.gov.br/servico/57b3014a8c36c778ba000004/cadastro-na-tarifa-social		None	19/03/2018 17:03	
CASAL	57b306748c36c70955000001	Emissão de 2ª Via de Fatura	True	http://www.servicos.al.gov.br/servico/57b306748c36c70955000001/emissao-de-2-via-de-fatura		None	24/04/2018 10:08	
CASAL	58d11fd58c36c7300b9848f8	Restabelecimento do Fornecimento de Água-2 (Ramal Predial de Água Suprimido)	True	http://www.servicos.al.gov.br/servico/58d11fd58c36c7300b9848f8/restabelecimento-do-fornecimento-de-agua-2-ramal-predial-de-agua-suprimido		None	19/03/2018 17:13	
CASAL	5935aeb98c36c76411215ea5	Entrega de Fatura em Endereço Alternativo	True	http://www.servicos.al.gov.br/servico/5935aeb98c36c76411215ea5/entrega-de-fatura-em-endereco-alternativo		None		
CASAL	5935b6248c36c774a8fe1220	Acompanhar Registro de Atendimento	True	http://www.servicos.al.gov.br/servico/5935b6248c36c774a8fe1220/acompanhar-registro-de-atendimento		None		
CASAL	5935bb5b8c36c7776908860f	Consultar Histórico de Consumo	True	http://www.servicos.al.gov.br/servico/5935bb5b8c36c7776908860f/consultar-historico-de-consumo		None		
CASAL	5935be6e8c36c77769088611	Consultar Pagamentos Efetuados	True	http://www.servicos.al.gov.br/servico/5935be6e8c36c77769088611/consultar-pagamentos-efetuados		None		
CASAL	5935c0bf8c36c77769088613	Simulador de Parcelamento	True	http://www.servicos.al.gov.br/servico/5935c0bf8c36c77769088613/simulador-de-parcelamento		None		
