Orgao	ID serv.	Nome Serviço	QTDO_brigatorio	QTD_opcionais	Percentual_Obrigatorio	Percentual_Opcionais	Nota do serviço	Status	Atualizador	Data Modificação	Data Criação	Nota - Nome do Serviço*	Nota - Descrição do Serviço*	Nota - Unidades de Atendimento*	Nota - Solicitante*	Nota - Categoria*	Nota - Publico Alvo*	Nota - Maturidade*	Nota - Título da Etapa*	Nota - Descrição da Etapa*	Nota - Nomes Populares	Nota - Tempo Estimado	Nota - Comentarios do Tempo	Nota - Gratuidade	Nota - Outras Informaçoes	Nota - Documentos	Nota - Exceções de Documentos	Nota - Canais	Nota - Valor Custo	Nota - Descrição do Custo
ARSAL	59a5cfe38c36c7319d27de9c	Encurtamento ou Prolongamento de Linha (Transporte Intermunicipal/Arsal)	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a5d1288c36c7319d27de9e	Ordem de Serviço (Transporte Intermunicipal/Arsal)	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a5d2cb8c36c7319d27dea0	Declaração (Transporte Intermunicipal/Arsal)	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a5d4468c36c7319d27dea2	Tarifa Promocional (Transporte Intermunicipal/Arsal)	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a6da3d8c36c76c54eb4f87	Reajuste Tarifário (Transporte Intermunicipal/Arsal)	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a6dbc88c36c76c54eb4f89	Cadastro de Pessoa Física para Jurídica (Transporte Intermunicipal/Arsal)	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a6ffd88c36c76c54eb4f94	Cadastro de Viúva (Transporte Complementar/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	True	0,0	1,0	1,0	1,0	1,0	0,0
ARSAL	59a70cf18c36c76c54eb4f97	Taxa de Fiscalização (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a72f068c36c72eaf6a69d3	Taxa de Outorga (Transporte Intermunicipal/Arsal)	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a81e1c8c36c73d5bf0337d	Taxa de Vistoria (Transporte Intermunicipal/Arsal)	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a820958c36c73d5bf0337f	Taxa de Requerimento Especial (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	True	1,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a821d18c36c73d5bf03381	Taxa de Liberação de Documento no Detran (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a823258c36c73d5bf03384	Taxa de Motorista Substituto (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a824a48c36c73d5bf03386	Taxa de Parcelamento (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a825ff8c36c73d5bf03388	Taxa de Apreensão (Transporte Intermunicipal/Arsal)	8,0	6,0	0,888888888889	0,666666666667	0,777777777778	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a8274f8c36c73d5bf0338a	Taxa de Baixa e Inclusão (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a828eb8c36c749831b85fd	Certidão Negativa de Débitos (Transporte Intermunicipal/Arsal)	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
ARSAL	59a82b9a8c36c74b01f778f7	Taxa Fretamento (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	0,0	0,0	1,0	1,0	1,0
ARSAL	59a82e328c36c74b01f778f9	Taxa do Talão de Fretamento (Transporte Intermunicipal/Arsal)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ARSAL	59a831228c36c74b01f778fb	Reclamação (Ouvidoria Arsal)	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
ARSAL	59a832f68c36c74b01f778ff	Denúncia (Ouvidoria Arsal)	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
ARSAL	59a834248c36c74b01f77902	Sugestão (Ouvidoria Arsal)	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
ARSAL	59a834d88c36c74b01f77906	Elogio (Ouvidoria Arsal)	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
ARSAL	59a8358e8c36c74b01f77909	Solicitação de Providências (Ouvidoria Arsal)	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
ARSAL	59a836e48c36c74b01f7790d	Defesa de Multa (Transporte Intermunicipal/Arsal)	8,0	5,0	0,888888888889	0,555555555556	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ADEAL	57cc91668c36c77714000000	Emissão de Guia de Trânsito Animal – GTA	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None		24/10/2017 11:40	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	True	0,0	1,0	0,0	1,0	1,0	0,0
ADEAL	59cbe92e8c36c71c557215a2	Declaração de Vacinação de Febre Aftosa	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None		24/10/2017 11:40	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
ADEAL	59cbea418c36c71c557215a7	Emissão de Ficha Sanitária	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	None		24/10/2017 11:40	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a54ce5b547bb342f148e732	Triagem de Processos Administrativos	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		09/01/2018 11:14	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a54d1f9547bb342f148e735	Aquisição de passagem aérea	8,0	7,0	0,888888888889	0,777777777778	0,833333333333	Ativo	 LARA FERRO LIMA DE MELO		09/01/2018 11:30	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	1,0	True	1,0	1,0	0,0	1,0	1,0	0,0
AMGESP	5a54d506547bb342f148e737	Utilização e Devolução de veículos locados	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	 LARA FERRO LIMA DE MELO		09/01/2018 11:43	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	True	0,0	1,0	0,0	1,0	1,0	0,0
AMGESP	5a54d745547bb342f148e739	Solicitação de conserto de linha telefônica	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		09/01/2018 11:52	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	0,0	0,0	1,0	1,0	1,0
AMGESP	5a54d8fe547bb342f148e73b	Inclusão de matrícula no contrato de demanda para o fornecimento de água e saneamento básico	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	 LARA FERRO LIMA DE MELO	24/04/2018 11:52	09/01/2018 12:00	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a54dbab547bb342f148e73d	Elaboração de planilha de custos e formação de preços	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		09/01/2018 12:11	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a54e10b547bb342f148e73f	Adesão à Ata de Registro de Preços	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	 LARA FERRO LIMA DE MELO		09/01/2018 12:34	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a96a5a2547bb336b23ac3ae	Processo de Licitação através do Sistema de Registro de Preços	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		28/02/2018 09:50	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9ec6b0547bb35b20a00f6e	Verificação de Ata de Registro de Preços	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 13:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9ec877547bb35b20a00f70	Baixa definitiva de saldo de Ata de Registro de Preços	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 13:57	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9ecaf2547bb35b20a00f72	Assessoria Técnica de Cotação de Preços	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 14:08	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9ecd89547bb35b20a00f74	Controle de Atas de Registro de Preços	8,0	8,0	0,888888888889	0,888888888889	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 14:19	1,0	1,0	1,0	0,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9ecfec547bb35b20a00f7d	Procedimento Administrativo de apuração de irregularidade	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 14:29	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9ed8d5547bb35b20a00f8b	Processo de reequilíbrio econômico e cancelamento de Ata de Registro de Preços	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 15:07	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5a9edc37547bb35b20a00f8d	Delegação de competência para realização de licitação	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		06/03/2018 15:21	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5adf4da1547bb338556bdb19	Delegação de competência para realização de licitação	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		24/04/2018 12:30	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
AMGESP	5adf5939547bb338556bdb1b	Processo de Licitação convencional.	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	 LARA FERRO LIMA DE MELO		24/04/2018 13:20	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592724088c36c75435a0a9f5	Solicitação de revisão de pensão	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	1,0	1,0	1,0	1,0
Alagoas Previdência	59272db28c36c75ac5e07cf1	Solicitação de Certidão de Tempo de Contribuição	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	0,0	1,0	1,0	1,0	1,0	1,0
Alagoas Previdência	59282c2d8c36c76c177346bd	Solicitação de Pensão por morte na qualidade de cônjuge	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592833788c36c76c177346c0	Solicitação  de Pensão por morte na qualidade de companheiro (a) / convivente	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	5928371c8c36c76c177346c2	Solicitação de continuidade de pensão por morte na qualidade de filho (a) maior universitário (a)	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None	07/02/2018 11:01		1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592839c18c36c76c177346c4	Solicitação de Pensão por morte na qualidade de filho maior NÃO universitário (a)	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59283c988c36c76c177346c6	Solicitação de Pensão por morte na qualidade de filho(a) menor	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59283e138c36c76c177346c8	Solicitação de Pensão por morte na qualidade de filho inválido	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59283f3b8c36c76c177346ca	Solicitação de Pensão por morte na qualidade de tutelado	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592840b68c36c76c177346cc	Solicitação de Pensão por morte na qualidade de curatelado	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592852688c36c70a692e21ad	Solicitação de Pensão por morte na qualidade de ex-esposa ou ex-convivente com percepção de alimentos.	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	5928553e8c36c70a692e21af	Solicitação de Imunidade de Contribuição Previdenciária para os pensionitas	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	5928573b8c36c70a692e21b1	Solicitação de Alteração de Dados Cadastrais para pensionista	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59285b718c36c70a692e21b3	Requerimento de Isenção de Imposto de Renda - Pensionistas	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Érico Gonçalves Lima	01/03/2018 09:38		1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59285d2e8c36c70a692e21b5	Solicitação de Declaração de Percentual de Rateio	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59285eaf8c36c718224a0a91	Solicitação de declaração de que é ou não é pensionista de pensão por morte	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	5928660d8c36c7194dee8bbb	Declaração de que é servidor (a) aposentado (a)	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592868088c36c7194dee8bbd	Revisão dos Proventos de Aposentadoria	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59286d698c36c7194dee8bbf	Solicitação de inclusão de dependente para fins de Imposto de Renda - Inativos	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Érico Gonçalves Lima	05/03/2018 11:56		1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	59286fcb8c36c7194dee8bc1	Declaração de imunidade da contribuição previdenciária	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592dde4f8c36c75b355a903a	Solicitação de Pagamento de Décimo Terceiro Salário Proporcional de Aposentado Falecido	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592de03b8c36c75b355a903c	Solicitação de Recurso Administrativo para aposentados e pensionistas	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592de24d8c36c75b355a903e	Solicitação de Alteração de Dados Cadastrais para Servidores Inativos	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592df8df8c36c7711aa9b5d5	Solicitação de Imunidade de Contribuição Previdenciária para o Servidor Inativo	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592dfbb68c36c7711aa9b5d7	Declaração de que Paga ou Recebe Pensão Alimentícia - Inativos	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None	06/03/2018 08:24		1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
Alagoas Previdência	592ee6a38c36c770731ffd01	Solicitação de Cópia de Processo Administrativo	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	None	07/02/2018 11:03		1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	True	1,0	1,0	0,0	1,0	1,0	1,0
