num ordem	ID Servico	nome Servico	ID Units	NomeUnidade: 	Latitude	Longitude
2	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
3	593eef578c36c77940ef2098	Certificação por meio do ENEM	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
4	593ef5978c36c7099eb45568	Inspeção Escolar	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
5	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
6	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
7	5940102b8c36c7258826f7ed	Regularização de Instituições de Ensino	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
8	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
9	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
10	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
11	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
12	594020748c36c73ca800a186	Certidão de Tempo de Serviço	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
13	5940b6688c36c724efe3869f	Exoneração	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
14	5940ba558c36c727003b91ff	Progressão Funcional	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
15	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
16	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
17	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
18	594169548c36c70265fe1d0b	Decreto de Nomeação	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
19	59416b7c8c36c70265fe1d0e	Remoção (Servidor Administrativo)	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
20	5945c0bb8c36c730b8b47dba	Exames Supletivos em caráter Especial	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
21	5945cd798c36c73b028c3b78	Pesquisa das Unidades Escolares da rede estadual	59397cbc8c36c739a15b2632	12ª Gerência Regional de Educação	-9.487603923389585	-35.85331857204437
0			57506a028c36c71ba4000035	13ª CIRETRAN - Coruripe	-9.646375	-35.728146
1	593ecc7f8c36c75e41e55fc5	Programa uma Escola em cada esquina/Brasil Alfabetizado	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
2	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
3	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
4	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
5	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
6	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
7	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
8	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
9	594020748c36c73ca800a186	Certidão de Tempo de Serviço	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
10	5940b6688c36c724efe3869f	Exoneração	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
11	5940ba558c36c727003b91ff	Progressão Funcional	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
12	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
13	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
14	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
15	594169548c36c70265fe1d0b	Decreto de Nomeação	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
16	59416b7c8c36c70265fe1d0e	Remoção (Servidor Administrativo)	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
17	5945c0bb8c36c730b8b47dba	Exames Supletivos em caráter Especial	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
18	5945cd798c36c73b028c3b78	Pesquisa das Unidades Escolares da rede estadual	59397dbc8c36c739a15b2633	13ª Gerência Regional de Educação	-9.640374920992661	-35.7361114025116
0			575066dd8c36c71ba400002a	1ª CIRETRAN - Matriz de Camaragibe	-9.646375	-35.728146
1	593ecc7f8c36c75e41e55fc5	Programa uma Escola em cada esquina/Brasil Alfabetizado	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
2	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
3	593ef5978c36c7099eb45568	Inspeção Escolar	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
4	594005888c36c7258826f7e2	Equivalência de estudos no exterior	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
5	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
6	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
7	5940102b8c36c7258826f7ed	Regularização de Instituições de Ensino	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
8	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
9	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
10	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
11	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
12	594020748c36c73ca800a186	Certidão de Tempo de Serviço	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
13	5940b6688c36c724efe3869f	Exoneração	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
14	5940ba558c36c727003b91ff	Progressão Funcional	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
15	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
16	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
17	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
18	594169548c36c70265fe1d0b	Decreto de Nomeação	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
19	59416b7c8c36c70265fe1d0e	Remoção (Servidor Administrativo)	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
20	5945c0bb8c36c730b8b47dba	Exames Supletivos em caráter Especial	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
21	5945cd798c36c73b028c3b78	Pesquisa das Unidades Escolares da rede estadual	59385ee78c36c713c4fdf379	1ª Gerência Regional de Educação	-9.671748454659541	-35.717633664608
0			5750673b8c36c71ba400002b	2ª CIRETRAN -  Penedo	-9.646375	-35.728146
1	593ecc7f8c36c75e41e55fc5	Programa uma Escola em cada esquina/Brasil Alfabetizado	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
2	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
3	593eef578c36c77940ef2098	Certificação por meio do ENEM	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
4	593ef5978c36c7099eb45568	Inspeção Escolar	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
5	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
6	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
7	5940102b8c36c7258826f7ed	Regularização de Instituições de Ensino	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
8	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
9	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
10	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
11	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
12	594020748c36c73ca800a186	Certidão de Tempo de Serviço	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
13	5940b6688c36c724efe3869f	Exoneração	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
14	5940ba558c36c727003b91ff	Progressão Funcional	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
15	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
16	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
17	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
18	594169548c36c70265fe1d0b	Decreto de Nomeação	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
19	59416b7c8c36c70265fe1d0e	Remoção (Servidor Administrativo)	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
20	5945c0bb8c36c730b8b47dba	Exames Supletivos em caráter Especial	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
21	5945cd798c36c73b028c3b78	Pesquisa das Unidades Escolares da rede estadual	593860318c36c713c4fdf37a	2ª Gerência Regional de Educação	-9.780534892526786	-36.09753370285034
0			575067cf8c36c71ba400002c	3ª CIRETRAN - União dos Palmares	-9.646375	-35.728146
1	593ecc7f8c36c75e41e55fc5	Programa uma Escola em cada esquina/Brasil Alfabetizado	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
2	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
3	593eef578c36c77940ef2098	Certificação por meio do ENEM	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
4	593ef5978c36c7099eb45568	Inspeção Escolar	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
5	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
6	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
7	5940102b8c36c7258826f7ed	Regularização de Instituições de Ensino	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
8	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
9	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
10	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
11	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
12	594020748c36c73ca800a186	Certidão de Tempo de Serviço	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
13	5940b6688c36c724efe3869f	Exoneração	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
14	5940ba558c36c727003b91ff	Progressão Funcional	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
15	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
16	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
17	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
18	594169548c36c70265fe1d0b	Decreto de Nomeação	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
19	59416b7c8c36c70265fe1d0e	Remoção (Servidor Administrativo)	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
20	5945c0bb8c36c730b8b47dba	Exames Supletivos em caráter Especial	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
21	5945cd798c36c73b028c3b78	Pesquisa das Unidades Escolares da rede estadual	593863dc8c36c71f328eac8b	3ª Gerência Regional de Educação	-9.409448500814191	-36.62728741765022
0			575068068c36c71ba400002d	4ª CIRETRAN - Santana do Ipanema	-9.646375	-35.728146
1	593ecc7f8c36c75e41e55fc5	Programa uma Escola em cada esquina/Brasil Alfabetizado	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
2	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
3	593eef578c36c77940ef2098	Certificação por meio do ENEM	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
4	593ef5978c36c7099eb45568	Inspeção Escolar	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
5	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
6	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
7	5940102b8c36c7258826f7ed	Regularização de Instituições de Ensino	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
8	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
9	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
10	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
11	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
12	594020748c36c73ca800a186	Certidão de Tempo de Serviço	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
13	5940b6688c36c724efe3869f	Exoneração	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
14	5940ba558c36c727003b91ff	Progressão Funcional	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
15	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
16	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
17	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
18	594169548c36c70265fe1d0b	Decreto de Nomeação	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
19	59416b7c8c36c70265fe1d0e	Remoção (Servidor Administrativo)	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
20	5945c0bb8c36c730b8b47dba	Exames Supletivos em caráter Especial	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
21	5945cd798c36c73b028c3b78	Pesquisa das Unidades Escolares da rede estadual	5938660a8c36c71f328eac90	4ª Gerência Regional de Educação	-9.371882136574522	-36.24471589922905
