Orgao	ID serv.	Nome Serviço	QTDO_brigatorio	QTD_opcionais	Percentual_Obrigatorio	Percentual_Opcionais	Nota do servico	Status	Atualizador	Data Modificação	Data Criação	Nota do Nome*	 Nota dos Nomes Populares	Nota da Descrição do Servico*	Nota das Unidades Atendimento*	Nota do Tempo Estimado	Tipo do Tempo	Comentarios do Tempo	Nota de Outras Informações	Solicitante*	Tipo de Solicitante*	Requisitos do Solicitante	Nota da Categoria*	Nota do Publico Alvo	Nota da Etapa*	Nota do Título*	Nota da Descrição*	Nota dos Documentos	Nota dos Documentos Exceções	Nota dos Canais	Nota do Custo	Nota da Descrição do Custo	QTD Etapa	QTD title	QTD Descricao	QTD Documentos	Documentos Excecoes	QTD Canais	QTD Custo	QTD Description custo	Buffer Etapa
ARSAL	59a5cfe38c36c7319d27de9c	Encurtamento ou Prolongamento de Linha (Transporte Intermunicipal/Arsal)	8.0	8.0	1.0	0.6153846153846154	0.7619047619047619	True	None			1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'Documentos', 0.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a5d1288c36c7319d27de9e	Ordem de Serviço (Transporte Intermunicipal/Arsal)	8.0	7.0	1.0	0.5384615384615384	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'Documentos', 0.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a5d2cb8c36c7319d27dea0	Declaração (Transporte Intermunicipal/Arsal)	8.0	7.0	1.0	0.5384615384615384	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'Documentos', 0.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a5d4468c36c7319d27dea2	Tarifa Promocional (Transporte Intermunicipal/Arsal)	8.0	7.0	1.0	0.5384615384615384	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'Documentos', 0.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a6da3d8c36c76c54eb4f87	Reajuste Tarifário (Transporte Intermunicipal/Arsal)	8.0	7.0	1.0	0.5384615384615384	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'Documentos', 0.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a6dbc88c36c76c54eb4f89	Cadastro de Pessoa Física para Jurídica (Transporte Intermunicipal/Arsal)	8.0	7.0	1.0	0.5384615384615384	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'Documentos', 0.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a6ffd88c36c76c54eb4f94	Cadastro de Viúva (Transporte Complementar/Arsal)	8.0	9.0	1.0	0.6923076923076923	0.8095238095238095	True	None			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'ExcecoesDocumentos', 1.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 3.0, 'Title', 1.0, '** Et: ', 3.0, 'Description', 1.0, '** Et: ', 3.0, 'Documentos', 1.0, '** Et: ', 3.0, 'ExcecoesDocumentos', 1.0, '** Et: ', 3.0, 'Canais', 1.0, '** Et: ', 3.0, 'Custo', 1.0, '** Et: ', 3.0, 'Description', 0.0]
ARSAL	59a70cf18c36c76c54eb4f97	Taxa de Fiscalização (Transporte Intermunicipal/Arsal)	8.0	10.0	1.0	0.7692307692307693	0.8571428571428571	True	None			1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 1.0]
ARSAL	59a72f068c36c72eaf6a69d3	Taxa de Outorga (Transporte Intermunicipal/Arsal)	8.0	8.0	1.0	0.6153846153846154	0.7619047619047619	True	None			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
ARSAL	59a81e1c8c36c73d5bf0337d	Taxa de Vistoria (Transporte Intermunicipal/Arsal)	8.0	7.0	1.0	0.5384615384615384	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
ARSAL	59a820958c36c73d5bf0337f	Taxa de Requerimento Especial (Transporte Intermunicipal/Arsal)	8.0	9.0	1.0	0.6923076923076923	0.8095238095238095	True	None			1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
ARSAL	59a821d18c36c73d5bf03381	Taxa de Liberação de Documento no Detran (Transporte Intermunicipal/Arsal)	8.0	9.0	1.0	0.6923076923076923	0.8095238095238095	True	None			1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
